"w1","w2","prediction","rank"
"where","you","were",12
"where","you","will",25
"where","young","people",3
"wherever","i","am",3
"wherever","i","go",7
"wherever","it","is",4
"wherever","you","are",18
"whether","a","new",5
"whether","he","admits",3
"whether","he","was",10
"whether","he","will",13
"whether","i","am",8
"whether","i","should",5
"whether","i","was",5
"whether","i","will",8
"whether","i","would",4
"whether","it","be",29
"whether","it","is",115
"whether","it","should",5
"whether","it","will",12
"whether","or","not",143
"whether","she","is",5
"whether","that","is",17
"whether","that","was",3
"whether","there","are",4
"whether","they","are",31
"whether","they","know",3
"whether","they","want",10
"whether","they","will",9
"whether","to","get",4
"whether","we","are",15
"whether","you","are",51
"whether","you","believe",6
"whether","you","have",10
"whether","you","just",3
"whether","you","know",4
"whether","you","like",9
"whether","you","need",3
"whether","you","want",9
"whew","we","have",3
"which","a","woman",3
"which","according","to",10
"which","adds","to",3
"which","allows","the",5
"which","also","means",3
"which","are","in",12
"which","are","no",3
"which","are","not",16
"which","are","the",14
"which","begs","the",4
"which","can","be",59
"which","cannot","be",5
"which","could","be",23
"which","did","not",25
"which","direction","it",3
"which","do","you",15
"which","does","not",39
"which","for","the",5
"which","had","the",5
"which","happens","to",12
"which","has","a",45
"which","has","led",8
"which","has","not",19
"which","have","not",5
"which","he","does",7
"which","he","has",18
"which","he","is",17
"which","he","will",6
"which","i","am",62
"which","i","can",6
"which","i","did",19
"which","i","do",13
"which","i","had",24
"which","i","have",65
"which","i","hope",6
"which","i","know",9
"which","i","like",6
"which","i","love",15
"which","i","really",6
"which","i","still",3
"which","i","think",31
"which","i","will",36
"which","i","would",20
"which","in","the",9
"which","in","turn",24
"which","included","the",5
"which","is","a",179
"which","is","about",14
"which","is","all",7
"which","is","almost",8
"which","is","also",20
"which","is","always",18
"which","is","an",22
"which","is","available",6
"which","is","basically",6
"which","is","better",7
"which","is","exactly",10
"which","is","fine",6
"which","is","good",18
"which","is","great",13
"which","is","how",11
"which","is","in",28
"which","is","interesting",3
"which","is","it",5
"which","is","just",16
"which","is","kind",10
"which","is","made",7
"which","is","more",20
"which","is","no",8
"which","is","not",76
"which","is","now",17
"which","is","of",8
"which","is","often",7
"which","is","on",14
"which","is","one",26
"which","is","only",11
"which","is","owned",8
"which","is","playing",4
"which","is","really",14
"which","is","saying",5
"which","is","similar",4
"which","is","sold",4
"which","is","still",20
"which","is","that",13
"which","is","the",82
"which","is","to",25
"which","is","true",4
"which","is","understandable",3
"which","is","very",20
"which","is","what",44
"which","is","when",5
"which","is","where",21
"which","is","which",3
"which","is","why",100
"which","is","your",8
"which","it","is",24
"which","it","was",9
"which","kicks","off",5
"which","kind","of",7
"which","leads","to",13
"which","led","to",22
"which","made","it",9
"which","made","me",12
"which","made","the",6
"which","makes","a",6
"which","makes","him",7
"which","makes","it",32
"which","makes","me",20
"which","makes","no",3
"which","makes","sense",3
"which","makes","us",4
"which","makes","you",4
"which","may","be",16
"which","may","or",5
"which","means","a",6
"which","means","he",9
"which","means","i",24
"which","means","it",8
"which","means","more",3
"which","means","no",4
"which","means","that",32
"which","means","the",16
"which","means","you",12
"which","might","be",14
"which","must","mean",3
"which","of","the",18
"which","of","them",5
"which","of","these",8
"which","one","he",3
"which","one","is",29
"which","one","it",3
"which","ones","are",8
"which","ones","to",10
"which","ones","will",3
"which","people","are",3
"which","really","is",3
"which","reminds","me",15
"which","seem","to",4
"which","seems","a",6
"which","seems","like",4
"which","should","be",14
"which","should","not",4
"which","tend","to",7
"which","the","united",4
"which","they","are",18
"which","they","could",5
"which","they","do",9
"which","they","were",10
"which","this","is",5
"which","took","place",10
"which","turned","out",10
"which","type","of",4
"which","was","a",39
"which","was","in",9
"which","was","just",9
"which","was","not",23
"which","was","one",3
"which","was","sold",3
"which","was","the",30
"which","way","the",4
"which","way","to",11
"which","we","all",10
"which","we","are",24
"which","we","do",7
"which","we","have",22
"which","will","be",76
"which","will","help",4
"which","will","include",10
"which","will","lead",3
"which","will","not",11
"which","will","take",4
"which","works","out",4
"which","would","be",38
"which","would","not",6
"which","would","probably",4
"which","you","are",8
"which","you","can",32
"which","you","could",5
"which","you","will",13
"whichever","comes","first",5
"while","and","there",3
"while","at","the",32
"while","attempting","to",4
"while","away","from",3
"while","but","i",15
"while","checking","out",5
"while","dealing","with",8
"while","doing","it",6
"while","everyone","else",8
"while","for","them",3
"while","getting","a",4
"while","growing","up",8
"while","having","a",6
"while","he","is",43
"while","he","was",51
"while","his","wife",4
"while","i","am",167
"while","i","appreciate",4
"while","i","can",8
"while","i","get",4
"while","i","got",5
"while","i","had",9
"while","i","have",43
"while","i","think",11
"while","i","was",156
"while","i","will",10
"while","i","would",6
"while","in","the",18
"while","it","is",87
"while","it","lasted",12
"while","it","lasts",15
"while","it","might",5
"while","it","was",23
"while","keeping","the",5
"while","listening","to",26
"while","living","in",7
"while","looking","at",12
"while","looking","for",7
"while","not","in",3
"while","on","a",15
"while","on","duty",5
"while","on","the",23
"while","on","vacation",7
"while","others","are",12
"while","playing","with",7
"while","reading","a",4
"while","she","is",15
"while","she","was",29
"while","shopping","for",5
"while","since","the",3
"while","since","we",8
"while","singing","the",3
"while","sitting","in",4
"while","sitting","on",6
"while","still","in",4
"while","taking","a",5
"while","the","girls",5
"while","the","kids",7
"while","the","other",24
"while","the","rest",16
"while","the","weather",3
"while","the","world",5
"while","there","is",34
"while","there","will",4
"while","they","are",49
"while","they","have",3
"while","they","last",5
"while","they","were",24
"while","this","is",14
"while","to","get",14
"while","trying","to",52
"while","using","the",4
"while","waiting","for",21
"while","waiting","in",4
"while","waiting","to",8
"while","walking","to",6
"while","watching","the",19
"while","we","are",43
"while","we","do",6
"while","we","may",5
"while","we","wait",5
"while","we","were",43
"while","working","at",5
"while","working","on",13
"while","working","out",7
"while","working","with",4
"while","you","are",145
"while","you","can",29
"whipped","cream","and",8
"white","and","a",4
"white","and","black",8
"white","and","blue",29
"white","and","green",6
"white","and","red",4
"white","and","the",13
"white","as","a",5
"white","house","and",20
"white","house","correspondents",13
"white","house","i",3
"white","house","is",7
"white","house","press",8
"white","it","is",4
"white","people","in",5
"white","working","class",6
"who","agreed","to",7
"who","already","have",11
"who","also","has",6
"who","also","have",4
"who","am","i",47
"who","and","what",5
"who","are","a",3
"who","are","actually",4
"who","are","all",11
"who","are","also",8
"who","are","at",13
"who","are","being",5
"who","are","close",6
"who","are","dealing",4
"who","are","diagnosed",4
"who","are","following",3
"who","are","going",17
"who","are","having",3
"who","are","here",6
"who","are","in",26
"who","are","interested",17
"who","are","just",12
"who","are","less",6
"who","are","making",11
"who","are","more",7
"who","are","most",8
"who","are","moving",5
"who","are","not",53
"who","are","now",11
"who","are","on",11
"who","are","out",9
"who","are","really",7
"who","are","sick",4
"who","are","so",5
"who","are","still",7
"who","are","struggling",9
"who","are","the",40
"who","are","these",15
"who","are","they",8
"who","are","trying",11
"who","are","willing",16
"who","are","you",80
"who","are","your",13
"who","as","a",8
"who","at","the",8
"who","attended","the",23
"who","became","a",13
"who","believe","in",12
"who","believe","that",7
"who","believes","in",7
"who","believes","that",5
"who","belong","to",6
"who","better","to",5
"who","bought","a",4
"who","bought","the",5
"who","brought","the",8
"who","call","themselves",5
"who","came","and",3
"who","came","in",12
"who","came","out",100
"who","came","to",51
"who","came","up",13
"who","can","argue",5
"who","can","be",16
"who","can","blame",7
"who","can","get",10
"who","can","help",21
"who","can","make",15
"who","can","never",4
"who","can","provide",7
"who","can","say",8
"who","can","speak",3
"who","cant","get",8
"who","cant","help",3
"who","care","about",7
"who","cares","about",14
"who","cares","if",8
"who","cares","what",6
"who","choose","to",13
"who","chose","the",3
"who","comes","out",6
"who","comes","to",8
"who","comes","up",3
"who","continues","to",4
"who","contributed","to",7
"who","could","be",18
"who","could","have",13
"who","could","make",5
"who","could","not",27
"who","could","stand",3
"who","created","the",11
"who","dare","to",6
"who","decided","to",11
"who","designed","the",7
"who","did","a",5
"who","did","all",3
"who","did","it",11
"who","did","not",146
"who","did","the",10
"who","died","at",6
"who","died","in",39
"who","died","on",3
"who","died","when",8
"who","do","it",4
"who","do","not",264
"who","do","you",81
"who","does","a",4
"who","does","not",162
"who","does","this",8
"who","drop","out",3
"who","else","do",5
"who","ever","thought",3
"who","ever","was",3
"who","fail","to",6
"who","failed","to",8
"who","feels","like",5
"who","feels","the",4
"who","fell","in",4
"who","fought","for",3
"who","gave","birth",4
"who","gave","it",6
"who","gave","me",8
"who","get","paid",4
"who","gets","it",5
"who","gets","to",15
"who","gives","a",12
"who","go","out",3
"who","goes","by",9
"who","got","a",12
"who","got","it",5
"who","got","picked",3
"who","got","the",14
"who","got","to",6
"who","grew","up",57
"who","had","a",61
"who","had","already",7
"who","had","an",12
"who","had","been",85
"who","had","never",6
"who","had","no",5
"who","had","only",5
"who","had","the",23
"who","had","to",20
"who","happens","to",11
"who","has","a",78
"who","has","agreed",3
"who","has","become",5
"who","has","been",156
"who","has","created",3
"who","has","decided",4
"who","has","done",9
"who","has","down",4
"who","has","ever",13
"who","has","gone",5
"who","has","gotten",4
"who","has","had",15
"who","has","lost",9
"who","has","never",21
"who","has","no",15
"who","has","not",48
"who","has","played",12
"who","has","seen",8
"who","has","some",4
"who","has","spent",16
"who","has","struggled",5
"who","has","supported",5
"who","has","the",45
"who","has","to",11
"who","has","tried",6
"who","has","visited",6
